Fecha_Revision,Week_Accionamiento,Usuario,Vertical,Atributo,KV,Publicaciones,Sellers,Resultado,Decision,Tipificacion_Errores,Comentarios
4/08/2025,2025 W31,ext_damercur,SPORTS & HEALTH,Brand,Jt Toxins,5,3,REJECTED,Correcta,-,La marca es Jt https://prnt.sc/GAa1k75pwbni
7/07/2025,2025 W27,ext_damercur,SPORTS & HEALTH,Brand,Boomfit,5,3,APPROVED,Correcta,-,-
8/09/2025,2025 W36,ext_yaportas,HOME & INDUSTRY,Brand,Fag Skf,5,1,REJECTED,Correcta,-,-
8/09/2025,2025 W36,ext_hernflor,HOME & INDUSTRY,Brand,Ajwholesale,5,4,CURRENT,Correcta,-,-
8/09/2025,2025 W36,ext_julieflo,HOME & INDUSTRY,Brand,Ailonen,5,4,APPROVED,Correcta,-,-
1/09/2025,2025 W35,ext_maseinha,HOME & INDUSTRY,Brand,Cesped Premium,5,1,APPROVED,Correcta,-,-
8/09/2025,2025 W36,ext_julieflo,HOME & INDUSTRY,Brand,Majohn,5,4,REJECTED,Correcta,-,-
4/08/2025,2025 W31,ext_damercur,SPORTS & HEALTH,Brand,Naturap,5,3,APPROVED,Correcta,-,-
4/07/2025,2025 W26,ext_damercur,HOME & INDUSTRY,Brand,Possa,5,2,REJECTED,Correcta,-,-
1/09/2025,2025 W35,ext_hernflor,HOME & INDUSTRY,Brand,Diesel Light,5,5,APPROVED,Correcta,-,-
7/07/2025,2025 W27,ext_hernflor,HOME & INDUSTRY,Brand,Abecedario Alfabeto,5,2,REJECTED,Correcta,-,-
4/08/2025,2025 W31,ext_flmonten,APPAREL & BEAUTY,Brand,Bellezon,5,4,APPROVED,Correcta,-,-
8/09/2025,2025 W36,ext_maseinha,ACC,Brand,Mld Foto,5,2,REJECTED,Correcta,-,-
18/08/2025,2025 W33,ext_aglugone,ACC,Brand,Stiker Yosimura,5,5,REJECTED,Correcta,-,-
4/07/2025,2025 W26,ext_julieflo,APPAREL & BEAUTY,Brand,Artioli,5,2,APPROVED,Correcta,-,https://artioli.com/our-story/?utm_source=chatgpt.com
4/07/2025,2025 W26,ext_hernflor,T & B,Brand,Boboduck,5,3,APPROVED,Correcta,-,https://boboduck.pe/
1/09/2025,2025 W35,ext_esguadal,HOME & INDUSTRY,Brand,Migajon Frances,5,1,CURRENT,Correcta,-,-
18/08/2025,2025 W33,ext_damercur,APPAREL & BEAUTY,Brand,Carterjett,5,5,APPROVED,Correcta,-,-
7/07/2025,2025 W27,ext_damercur,ACC,Brand,Livernoise,5,4,APPROVED,Correcta,-,https://www.beefcakeracing.com/livernois-lpp823129/
19/06/2025,2025 W24,ext_flmonten,HOME & INDUSTRY,Brand,Ralkar,6,1,REJECTED,Correcta,-,shop
4/07/2025,2025 W26,ext_hernflor,APPAREL & BEAUTY,Brand,Kimlee,5,4,CURRENT,Correcta,-,https://www.amazon.com.br/Moda-Kimlee/s?rh=n%3A17365811011%2Cp_4%3AKimlee
19/06/2025,2025 W24,ext_aglugone,ACC,Brand,Dayko,6,6,APPROVED,Correcta,-,https://www.lubcenterloja.com.br/7daycoktb285
28/07/2025,2025 W30,ext_damercur,APPAREL & BEAUTY,Brand,Lady Pop,5,3,APPROVED,Correcta,-,-
15/09/2025,2025 W37,ext_damercur,HOME & INDUSTRY,Brand,Fcya,5,5,CURRENT,Correcta,-,-
28/07/2025,2025 W30,ext_esguadal,SPORTS & HEALTH,Brand,Misdapre,5,3,REJECTED,Correcta,-,-
14/07/2025,2025 W28,ext_aglugone,HOME & INDUSTRY,Brand,Winapex,5,5,CURRENT,Correcta,-,-
1/09/2025,2025 W35,ext_aglugone,CE,Brand,Korad,5,3,CURRENT,Correcta,-,-
7/07/2025,2025 W27,ext_esguadal,SPORTS & HEALTH,Brand,Versalver,5,3,APPROVED,Correcta,-,-
19/06/2025,2025 W24,ext_esguadal,HOME & INDUSTRY,Brand,Isusa,6,2,APPROVED,Correcta,-,https://isusa.com.uy/
21/07/2025,2025 W29,ext_flmonten,SPORTS & HEALTH,Brand,Bicartial,5,3,APPROVED,Correcta,-,-
15/09/2025,2025 W37,ext_maseinha,HOME & INDUSTRY,Brand,Easy Esencial,5,2,CURRENT,Correcta,-,-
8/09/2025,2025 W36,ext_esguadal,ACC,Brand,Ajusa Español,5,3,CURRENT,Correcta,-,-
7/07/2025,2025 W27,ext_julieflo,APPAREL & BEAUTY,Brand,Shanas Nature,5,2,APPROVED,Correcta,-,-
25/08/2025,2025 W34,ext_julieflo,HOME & INDUSTRY,Brand,Water Brush,5,5,REJECTED,Correcta,-,-
1/09/2025,2025 W35,ext_esguadal,CPG,Brand,Monchi Pets,5,1,APPROVED,Correcta,-,-
28/07/2025,2025 W30,ext_aglugone,CE,Brand,Satfinder,5,5,REJECTED,Correcta,-,-
28/07/2025,2025 W30,ext_esguadal,SPORTS & HEALTH,Brand,Memaxil,5,3,APPROVED,Correcta,-,-
19/06/2025,2025 W24,ext_flmonten,HOME & INDUSTRY,Brand,Mirasoldecoar,6,1,APPROVED,Correcta,-,https://www.instagram.com/mirasol.deco.ar/?hl=es
28/07/2025,2025 W30,ext_aglugone,APPAREL & BEAUTY,Brand,La Original,5,3,CURRENT,Correcta,-,-
7/07/2025,2025 W27,ext_julieflo,ACC,Brand,Repuestos Part S,5,2,REJECTED,Correcta,-,-
21/07/2025,2025 W29,ext_maseinha,CE,Brand,Hodo,5,4,APPROVED,Correcta,-,-
14/07/2025,2025 W25,ext_maseinha,HOME & INDUSTRY,Brand,Broche Plástico,6,2,REJECTED,Correcta,-,-
19/06/2025,2025 W24,ext_damercur,ACC,Brand,Hnda,6,3,REJECTED,Correcta,-,-
18/08/2025,2025 W33,ext_esguadal,CPG,Brand,Max Bellaza,5,5,CURRENT,Correcta,-,Se asume que es Max Belleza
11/08/2025,2025 W32,ext_julieflo,ACC,Brand,Oebrand Generica,5,1,CURRENT,Correcta,-,Oe brand
1/09/2025,2025 W35,ext_yaportas,HOME & INDUSTRY,Brand,Micacorn,5,2,CURRENT,Correcta,-,-
15/09/2025,2025 W37,ext_damercur,HOME & INDUSTRY,Brand,Litani,5,4,APPROVED,Correcta,-,-
4/08/2025,2025 W31,ext_yaportas,SPORTS & HEALTH,Brand,Danamull,5,3,APPROVED,Correcta,-,-
4/07/2025,2025 W26,ext_esguadal,HOME & INDUSTRY,Brand,Estación Pino,5,1,APPROVED,Correcta,-,https://www.facebook.com/lEstiloCampo/?locale=es_LA
15/09/2025,2025 W37,ext_aglugone,HOME & INDUSTRY,Brand,Coctelera Boston,5,5,REJECTED,Correcta,-,-
18/08/2025,2025 W33,ext_esguadal,APPAREL & BEAUTY,Brand,Xmen,5,5,APPROVED,Correcta,-,-
21/07/2025,2025 W29,ext_julieflo,HOME & INDUSTRY,Brand,Cocicoki,5,3,APPROVED,Correcta,-,-
1/09/2025,2025 W35,ext_esguadal,HOME & INDUSTRY,Brand,Semilleria M,5,1,REJECTED,Correcta,-,-
21/07/2025,2025 W29,ext_damercur,T & B,Brand,Dahi Craft,5,1,APPROVED,Correcta,-,-
1/09/2025,2025 W35,ext_yaportas,ACC,Brand,Ford Expedition,5,5,REJECTED,Correcta,-,-
8/09/2025,2025 W36,ext_yaportas,HOME & INDUSTRY,Brand,Para Makita,5,3,CURRENT,Correcta,-,La marca es Makita
28/07/2025,2025 W30,ext_julieflo,APPAREL & BEAUTY,Brand,Silla Argentino,5,4,APPROVED,Correcta,-,-
15/09/2025,2025 W37,ext_maseinha,HOME & INDUSTRY,Brand,Sunvie,5,3,APPROVED,Correcta,-,-
28/07/2025,2025 W30,ext_damercur,HOME & INDUSTRY,Brand,Chritsmas,5,3,REJECTED,Correcta,-,-
14/07/2025,2025 W28,ext_hernflor,HOME & INDUSTRY,Brand,Dohadn,5,3,APPROVED,Correcta,-,-
4/08/2025,2025 W31,ext_hernflor,APPAREL & BEAUTY,Brand,Carvalo,5,3,REJECTED,Correcta,-,-
8/09/2025,2025 W36,ext_yaportas,ACC,Brand,Daolar,5,1,APPROVED,Correcta,-,-
15/09/2025,2025 W37,ext_esguadal,HOME & INDUSTRY,Brand,Valvtech,5,5,APPROVED,Correcta,-,-
7/07/2025,2025 W27,ext_esguadal,SPORTS & HEALTH,Brand,Natural Premium,5,2,APPROVED,Correcta,-,-
25/08/2025,2025 W34,ext_damercur,SPORTS & HEALTH,Brand,Eye Massager,5,5,REJECTED,Correcta,-,-
4/08/2025,2025 W31,ext_maseinha,APPAREL & BEAUTY,Brand,Jiemeihua,5,4,APPROVED,Correcta,-,-
15/09/2025,2025 W37,ext_julieflo,HOME & INDUSTRY,Brand,Crossmatch,5,5,APPROVED,Correcta,-,-
21/07/2025,2025 W29,ext_yaportas,SPORTS & HEALTH,Brand,Bicycle Lights,5,3,REJECTED,Correcta,-,-
7/07/2025,2025 W27,ext_hernflor,CPG,Brand,Valmorca,5,2,APPROVED,Correcta,-,-
21/07/2025,2025 W29,ext_yaportas,SPORTS & HEALTH,Brand,Zen Principle,5,3,CURRENT,Correcta,-,-
1/09/2025,2025 W35,ext_yaportas,HOME & INDUSTRY,Brand,Tenhutt,5,2,APPROVED,Correcta,-,-
8/09/2025,2025 W36,ext_maseinha,HOME & INDUSTRY,Brand,Kelpak,5,4,APPROVED,Correcta,-,-
18/08/2025,2025 W33,ext_aglugone,APPAREL & BEAUTY,Brand,Mganna,5,5,APPROVED,Correcta,-,-
21/07/2025,2025 W29,ext_aglugone,APPAREL & BEAUTY,Brand,Cestin,5,2,APPROVED,Correcta,-,-
19/06/2025,2025 W24,ext_aglugone,ACC,Brand,Lujuntec,6,6,APPROVED,Correcta,-,https://www.amazon.com/LUJUNTEC/s?k=LUJUNTEC
28/07/2025,2025 W30,ext_julieflo,HOME & INDUSTRY,Brand,Cestos de Tela,5,3,REJECTED,Correcta,-,-
11/08/2025,2025 W32,ext_damercur,HOME & INDUSTRY,Brand,Mxtt,5,1,CURRENT,Correcta,-,-
4/07/2025,2025 W26,ext_hernflor,ACC,Brand,Upproad,5,3,REJECTED,Correcta,-,-
18/08/2025,2025 W33,ext_esguadal,HOME & INDUSTRY,Brand,Cjfocus,5,5,APPROVED,Correcta,-,-
4/08/2025,2025 W31,ext_yaportas,CE,Brand,Walokcon,5,2,APPROVED,Correcta,-,-
11/08/2025,2025 W32,ext_hernflor,ACC,Brand,Duratube,5,1,REJECTED,Correcta,-,-
18/08/2025,2025 W33,ext_julieflo,CPG,Brand,Cyperkill,5,5,REJECTED,Correcta,-,"es el nombre de un producto, no marca"
4/08/2025,2025 W31,ext_maseinha,ENTERTAINMENT,Brand,Melódica,5,3,REJECTED,Correcta,-,-
1/09/2025,2025 W35,ext_damercur,APPAREL & BEAUTY,Brand,Bogga,5,1,APPROVED,Correcta,-,-
8/09/2025,2025 W36,ext_aglugone,HOME & INDUSTRY,Brand,Mextran,5,2,APPROVED,Correcta,-,-
14/07/2025,2025 W28,ext_esguadal,APPAREL & BEAUTY,Brand,Magic Moon,5,4,CURRENT,Correcta,-,-
15/09/2025,2025 W37,ext_esguadal,HOME & INDUSTRY,Brand,Cigera,5,5,CURRENT,Correcta,-,-
15/09/2025,2025 W37,ext_hernflor,ACC,Brand,Lujos,5,4,REJECTED,Correcta,-,-
14/07/2025,2025 W28,ext_esguadal,CPG,Brand,Klinket,5,4,APPROVED,Correcta,-,-
25/08/2025,2025 W34,ext_damercur,HOME & INDUSTRY,Brand,Ugold,5,5,APPROVED,Correcta,-,-
25/08/2025,2025 W34,ext_julieflo,SPORTS & HEALTH,Brand,Risport,5,5,APPROVED,Correcta,-,-
8/09/2025,2025 W36,ext_maseinha,HOME & INDUSTRY,Brand,Nilecart,5,4,CURRENT,Correcta,-,-
25/08/2025,2025 W34,ext_aglugone,APPAREL & BEAUTY,Brand,Clbd,5,5,APPROVED,Correcta,-,-
25/08/2025,2025 W34,ext_maseinha,HOME & INDUSTRY,Brand,Hiistar,5,3,CURRENT,Correcta,-,-
11/08/2025,2025 W32,ext_hernflor,ACC,Brand,Gennko Racing,5,1,CURRENT,Correcta,-,-
4/08/2025,2025 W31,ext_esguadal,CE,Brand,Sanguchera,5,5,REJECTED,Correcta,-,-
1/09/2025,2025 W35,ext_flmonten,HOME & INDUSTRY,Brand,Láser Z,5,1,REJECTED,Correcta,-,-
25/08/2025,2025 W34,ext_aglugone,HOME & INDUSTRY,Brand,Beliwa,5,1,REJECTED,Correcta,-,-
4/07/2025,2025 W26,ext_julieflo,ACC,Brand,Sapanusa,5,1,CURRENT,Correcta,-,-
11/08/2025,2025 W32,ext_esguadal,APPAREL & BEAUTY,Brand,Velerito,5,2,APPROVED,Correcta,-,-
8/09/2025,2025 W36,ext_flmonten,HOME & INDUSTRY,Brand,Korea King,5,5,APPROVED,Correcta,-,-
19/06/2025,2025 W24,ext_hernflor,T & B,Brand,Melissa and Doug,6,6,CURRENT,Correcta,-,-
25/08/2025,2025 W34,ext_maseinha,HOME & INDUSTRY,Brand,Gastrojaz,5,1,REJECTED,Correcta,-,-
8/09/2025,2025 W36,ext_damercur,HOME & INDUSTRY,Brand,Oil Sprayer,5,5,REJECTED,Correcta,-,-
25/08/2025,2025 W34,ext_aglugone,CE,Brand,Qulose,5,5,APPROVED,Correcta,-,-
14/07/2025,2025 W28,ext_yaportas,CE,Brand,Amaylan,5,5,APPROVED,Incorrecta,Sin fuente,-
1/09/2025,2025 W35,ext_flmonten,HOME & INDUSTRY,Brand,La Cachanilla,5,1,CURRENT,Incorrecta,Se puede crear,"El valor que veo creado es ""la cachanilla artesa"" encuentro marca que solo se escribe ""la cachanilla"" https://prnt.sc/ssxdF6JmaF86"
15/09/2025,2025 W37,ext_damercur,ACC,Brand,Warmsport 30,5,5,REJECTED,Incorrecta,Se puede crear,https://www.falabella.com.co/falabella-co/product/133848902/Guantes-Termicos-Para-Moto-Clima-Frio-Con-Cremallera/133848903 https://prnt.sc/kwXjTuggc3I5
15/09/2025,2025 W37,ext_flmonten,HOME & INDUSTRY,Brand,Pasto Bermuda,5,4,REJECTED,Incorrecta,Valor ya creado,https://prnt.sc/H_p5KDB1pz2C habia que accionar como ya existe- valor en proposed
4/07/2025,2025 W26,ext_julieflo,SPORTS & HEALTH,Brand,Lm Vipal,5,1,APPROVED,Incorrecta,Sin fuente,son dos marcas
8/09/2025,2025 W36,ext_hernflor,HOME & INDUSTRY,Brand,Cold Parts,5,4,APPROVED,Incorrecta,Sin fuente,No encuentro fuente que contenga productos con esta marca
15/09/2025,2025 W37,ext_maseinha,HOME & INDUSTRY,Brand,Primateria,5,3,REJECTED,Incorrecta,Se puede crear,https://primateria.com.br/ https://prnt.sc/C1aPsu0s6rGo
21/07/2025,2025 W29,ext_damercur,APPAREL & BEAUTY,Brand,Careha,5,2,REJECTED,Incorrecta,Se puede crear,https://www.carehaandco.com/products/wellness-provider-bundles?srsltid=AfmBOooX4Olj9_k6bBefoYXei3d-Es0zCplqI4n_KtZm9cQXMJ-UyZuz
11/08/2025,2025 W32,ext_aglugone,ACC,Brand,Centech,5,4,REJECTED,Incorrecta,Se puede crear,"se podria aprobar, https://www.decoracing.com.br/cdi/cdi-crf230-digital-a-bateria-centech?srsltid=AfmBOooFga17BG20QEO2l_mhZQrr_WS8yvEVR3UhCvRj1SbYqmqgWTAG&variant_id=551"
4/07/2025,2025 W26,ext_aglugone,APPAREL & BEAUTY,Brand,Oxford Jockey Club,5,4,REJECTED,Incorrecta,Se puede crear,https://pakar.com/products/cod-125605-f
19/06/2025,2025 W24,ext_maseinha,HOME & INDUSTRY,Brand,Imusaimports,6,2,CURRENT,Incorrecta,Sin fuente,existe la marca Imusa
28/07/2025,2025 W30,ext_esguadal,HOME & INDUSTRY,Brand,Ruiyue,5,3,APPROVED,Incorrecta,Sin fuente,-
21/07/2025,2025 W29,ext_esguadal,SPORTS & HEALTH,Brand,Chic Nutrition,5,1,CURRENT,Incorrecta,Sin fuente,No se valida la existencia de la marca en el looker
28/07/2025,2025 W30,ext_julieflo,APPAREL & BEAUTY,Brand,Agua Fitness,5,4,REJECTED,Incorrecta,Se puede crear,https://mayoristas.aguafitness.com/venta-mayorista/calza-sin-costuras-mujer-trama/
25/08/2025,2025 W34,ext_esguadal,HOME & INDUSTRY,Brand,Regalos Aka,5,1,APPROVED,Incorrecta,Es tienda,-
19/06/2025,2025 W24,ext_yaportas,HOME & INDUSTRY,Brand,Tuescritoriotuc,6,1,REJECTED,Incorrecta,Se puede crear,https://www.instagram.com/tuescritoriotuc/
18/08/2025,2025 W33,ext_julieflo,HOME & INDUSTRY,Brand,Frefox,5,5,CURRENT,Incorrecta,Se puede crear,se tendria que haber aprobado https://prnt.sc/2XI-EhG03pwq
21/07/2025,2025 W29,ext_aglugone,ACC,Brand,Johnsen´s,5,2,CURRENT,Incorrecta,Se puede crear,Se tendria que haber aprobado 
4/08/2025,2025 W31,ext_julieflo,CE,Brand,Moto One,5,4,REJECTED,Incorrecta,Valor ya creado,Se tendria que haber accionado como Ya existe. Id 18215945
4/07/2025,2025 W26,ext_damercur,ACC,Brand,Silc,5,1,CURRENT,Incorrecta,Se puede crear,https://silc.ind.br/ se deberia aprobar para que pase a current
14/07/2025,2025 W28,ext_esguadal,HOME & INDUSTRY,Brand,Decoracast,5,3,REJECTED,Incorrecta,Se puede crear,https://decoracast.com/all-products/
7/07/2025,2025 W27,ext_esguadal,SPORTS & HEALTH,Brand,Kernoline,5,3,CURRENT,Incorrecta,Se puede crear,Ya existe pero en proposed se tiene que aprobar 
11/08/2025,2025 W32,ext_esguadal,HOME & INDUSTRY,Brand,Ledix,5,2,REJECTED,Incorrecta,Se puede crear,https://ledix.com.ar/
7/07/2025,2025 W27,ext_damercur,SPORTS & HEALTH,Brand,Bunkka,5,5,CURRENT,Incorrecta,Se puede crear,Ya existe pero en proposed se tiene que aprobar  http://amazon.com/-/es/C%C3%A1psulas-suplemento-coenzima-absorci%C3%B3n-contiene/dp/B0BR8ZJ387
4/07/2025,2025 W26,ext_damercur,HOME & INDUSTRY,Brand,Dakimakura,5,2,APPROVED,Incorrecta,Sin fuente,"Dakimakura es el tipo de producto, no encuentro fuente"
21/07/2025,2025 W29,ext_hernflor,HOME & INDUSTRY,Brand,Placard Ok,5,1,REJECTED,Incorrecta,Se puede crear,https://placardok.mitiendanube.com/productos/placard-omega-3-y-6-cuotas/
8/09/2025,2025 W36,ext_maseinha,HOME & INDUSTRY,Brand,Joran,5,4,APPROVED,Incorrecta,Sin fuente,No encuentro fuentes que validen la marca
7/07/2025,2025 W27,ext_aglugone,CE,Brand,Hunter Fan Company,5,4,CURRENT,Incorrecta,Se puede crear,No se encuentra creado y se valida con fuente https://www.hunterfan.com/?srsltid=AfmBOopDEJrm5D0hLMRDnLXpiAVOupENmliRy784IfCBl1ly3g_nXm1q
14/07/2025,2025 W28,ext_aglugone,APPAREL & BEAUTY,Brand,Polvo Organico,5,5,REJECTED,Incorrecta,Se puede crear,https://importacionesceleste.mercadoshops.com.co/MCO-2589560084-polvo-organico-100-original-_JM
21/07/2025,2025 W29,ext_esguadal,HOME & INDUSTRY,Brand,Spazio Hogar,5,1,APPROVED,Incorrecta,Es tienda,-
11/08/2025,2025 W32,ext_julieflo,HOME & INDUSTRY,Brand,Caseli,5,2,REJECTED,Incorrecta,Se puede crear,https://ferreconstrupinturas.com/marca/caseli/
18/08/2025,2025 W33,ext_damercur,CE,Brand,Mastten,5,5,CURRENT,Incorrecta,Se puede crear,El valor esta proposed se tiene q aprobar  https://prnt.sc/FDNuBFuAPy2K https://prnt.sc/ifuxzjplufLa
11/08/2025,2025 W32,ext_julieflo,HOME & INDUSTRY,Brand,Decozone,5,1,APPROVED,Incorrecta,Es tienda,No encuentro fuentes de marcas sino shops
7/07/2025,2025 W27,ext_damercur,APPAREL & BEAUTY,Brand,Shadia,5,4,REJECTED,Incorrecta,Se puede crear,"https://www.sears.com.mx/producto/3370556/zapatillas-zapatos-tacon-fiesta-casuales-shadia-9-cm
https://shadiacosmetics.com/"